quote,author,tags,quote_clean,meta
"“What I want is to be needed. What I need is to be indispensable to somebody. Who I need is somebody that will eat up all my free time, my ego, my attention. Somebody addicted to me. A mutual addiction.”","Chuck Palahniuk,",['love'],"“what i want is to be needed. what i need is to be indispensable to somebody. who i need is somebody that will eat up all my free time, my ego, my attention. somebody addicted to me. a mutual addiction.”","Author: Chuck Palahniuk,, Tags: love"
"“Reading was my escape and my comfort, my consolation, my stimulant of choice: reading for the pure pleasure of it, for the beautiful stillness that surrounds you when you hear an author's words reverberating in your head.”","Paul Auster,","['books', 'reading']","“reading was my escape and my comfort, my consolation, my stimulant of choice: reading for the pure pleasure of it, for the beautiful stillness that surrounds you when you hear an author's words reverberating in your head.”","Author: Paul Auster,, Tags: books, reading"
“Stories of imagination tend to upset those without one.”,Terry Pratchett,"['fantasy', 'humor', 'imagination', 'literature', 'stories']",“stories of imagination tend to upset those without one.”,"Author: Terry Pratchett, Tags: fantasy, humor, imagination, literature, stories"
“It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.”,"Dale Carnegie,","['attitude', 'contentment', 'happiness', 'inspirational', 'life']",“it isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. it is what you think about it.”,"Author: Dale Carnegie,, Tags: attitude, contentment, happiness, inspirational, life"
“A girl should be two things: classy and fabulous.”,Coco Chanel,"['beauty', 'class', 'fashion', 'girls', 'women']",“a girl should be two things: classy and fabulous.”,"Author: Coco Chanel, Tags: beauty, class, fashion, girls, women"
"“What I need is the dandelion in the spring. The bright yellow that means rebirth instead of destruction. The promise that life can go on, no matter how bad our losses. That it can be good again.”","Suzanne Collins,","['inspirational', 'love']","“what i need is the dandelion in the spring. the bright yellow that means rebirth instead of destruction. the promise that life can go on, no matter how bad our losses. that it can be good again.”","Author: Suzanne Collins,, Tags: inspirational, love"
"“I love people who make me laugh. I honestly think it's the thing I like most, to laugh. It cures a multitude of ills. It's probably the most important thing in a person.”",Audrey Hepburn,['laughter'],"“i love people who make me laugh. i honestly think it's the thing i like most, to laugh. it cures a multitude of ills. it's probably the most important thing in a person.”","Author: Audrey Hepburn, Tags: laughter"
"“When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch.”",Bette Davis,"['clichÃ©s', 'double-standards', 'empowerment', 'feminism', 'gender', 'hypocrisy', 'misogyny', 'opinions', 'speaking-out', 'stereotypes', 'women']","“when a man gives his opinion, he's a man. when a woman gives her opinion, she's a bitch.”","Author: Bette Davis, Tags: clichÃ©s, double-standards, empowerment, feminism, gender, hypocrisy, misogyny, opinions, speaking-out, stereotypes, women"
"“My daddy said, that the first time you fall in love, it changes you forever and no matter how hard you try, that feeling just never goes away.”","Nicholas Sparks,","['love', 'nicholas', 'nicholas-sparks', 'sparks', 'the-notebook']","“my daddy said, that the first time you fall in love, it changes you forever and no matter how hard you try, that feeling just never goes away.”","Author: Nicholas Sparks,, Tags: love, nicholas, nicholas-sparks, sparks, the-notebook"
"“I don't trust people who don't love themselves and tell me, 'I love you.' ... There is an African saying which is: Be careful when a naked person offers you a shirt.”",Maya Angelou,"['1997', 'annie-clark-tanner-lecture', 'inspirational', 'love', 'trust']","“i don't trust people who don't love themselves and tell me, 'i love you.' ... there is an african saying which is: be careful when a naked person offers you a shirt.”","Author: Maya Angelou, Tags: 1997, annie-clark-tanner-lecture, inspirational, love, trust"
“Every child is an artist. The problem is how to remain an artist once he grows up.”,Pablo Picasso,['art'],“every child is an artist. the problem is how to remain an artist once he grows up.”,"Author: Pablo Picasso, Tags: art"
“Deadlines just aren't real to me until I'm staring one in the face.”,"Rick Riordan,","['deadlines', 'humor', 'procrastinate']",“deadlines just aren't real to me until i'm staring one in the face.”,"Author: Rick Riordan,, Tags: deadlines, humor, procrastinate"
"“Love does not consist of gazing at each other, but in looking outward together in the same direction.”","Antoine de Saint-ExupÃ©ry,",['love'],"“love does not consist of gazing at each other, but in looking outward together in the same direction.”","Author: Antoine de Saint-ExupÃ©ry,, Tags: love"
"“It hurts to let go. Sometimes it seems the harder you try to hold on to something or someone the more it wants to get away. You feel like some kind of criminal for having felt, for having wanted. For having wanted to be wanted. It confuses you, because you think that your feelings were wrong and it makes you feel so small because it's so hard to keep it inside when you let it out and it doesn't coma back. You're left so alone that you can't explain. Damn, there's nothing like that, is there? I've been there and you have too. You're nodding your head.”","Henry Rollins,","['life', 'love', 'relationships']","“it hurts to let go. sometimes it seems the harder you try to hold on to something or someone the more it wants to get away. you feel like some kind of criminal for having felt, for having wanted. for having wanted to be wanted. it confuses you, because you think that your feelings were wrong and it makes you feel so small because it's so hard to keep it inside when you let it out and it doesn't coma back. you're left so alone that you can't explain. damn, there's nothing like that, is there? i've been there and you have too. you're nodding your head.”","Author: Henry Rollins,, Tags: life, love, relationships"
“I never travel without my diary. One should always have something sensational to read in the train.”,"Oscar Wilde,","['drama', 'humor', 'plays']",“i never travel without my diary. one should always have something sensational to read in the train.”,"Author: Oscar Wilde,, Tags: drama, humor, plays"
“The future belongs to those who believe in the beauty of their dreams.”,Eleanor Roosevelt,"['dreams', 'future', 'inspirational', 'misattributed-eleanor-roosevelt']",“the future belongs to those who believe in the beauty of their dreams.”,"Author: Eleanor Roosevelt, Tags: dreams, future, inspirational, misattributed-eleanor-roosevelt"
“You cannot swim for new horizons until you have courage to lose sight of the shore.”,William Faulkner,"['courage', 'determination', 'hope', 'risk']",“you cannot swim for new horizons until you have courage to lose sight of the shore.”,"Author: William Faulkner, Tags: courage, determination, hope, risk"
